x,y,z
4.0504017,5.4297085,2.1258078
3.580759,-6.2687674,2.6917264
8.309244,-8.3557,6.0384235
-5.1642537,-7.47427,3.7890484
-6.8171177,2.1976576,3.4981995
5.3057814,-0.40912533,2.8552623
-4.0420446,-9.022516,0.073411375
6.0692387,-6.840354,4.923634
-2.3730063,-8.666234,1.0026484
5.720459,3.43054,3.0356262
-7.76968,4.525463,6.1742454
-5.0464973,1.703413,1.6519599
3.0487642,-3.2038212,0.38769656
2.1140757,-5.357821,1.9757901
-2.5495872,3.953413,0.15693337
5.9606943,-2.296362,2.1053302
6.798092,-1.6052237,5.837053
-7.251734,-3.2781897,3.7033381
-5.338682,1.7379675,2.515667
9.15662,2.345745,7.926476
-3.3743248,8.216089,0.2813321
-3.545164,8.880981,0.4542584
-9.675946,-2.5772438,8.542212
-5.726702,1.4862165,2.4374673
2.4980364,-6.6840124,2.612624
-1.319932,-7.5070724,0.272883
-7.2588596,8.292368,5.300593
0.23456669,1.1779871,0.9446888
-6.8308153,-4.972187,5.731569
-8.483967,5.027423,8.4127865
-5.506626,4.0342436,2.7475545
-8.752121,3.579649,6.9623566
-6.3673806,4.2312574,2.6973648
9.996088,0.5340729,10.3323345
1.8887501,-7.274495,0.06159929
3.0815973,-8.88986,-0.4536445
-9.326843,9.762861,7.6815586
-6.567738,6.981148,4.0104165
-3.328558,-7.8017178,2.0207427
1.5637112,7.836479,-0.161515
-8.799213,-9.352747,7.3496304
-4.30873,6.6519756,3.2227104
-5.9866858,6.963459,5.299525
0.027712822,6.282547,1.3145959
-3.7210321,4.2322006,1.0277243
-0.6929579,-6.0568724,-0.034377694
-6.776297,-4.2885327,3.553691
-6.8639517,2.143715,3.7051854
-5.8340178,3.9439487,3.4377277
-3.4229746,8.766022,1.3086979
-7.892809,0.44482327,7.3809915
8.384699,4.1179333,6.890253
-1.9846401,-7.552141,1.0641396
8.603968,-2.0297375,8.083712
3.115821,5.9468794,1.439106
-8.46797,0.81731224,7.2024703
6.920353,7.9053745,3.5072045
-2.7514482,-8.0242405,0.40284956
-3.8332605,-6.6725817,2.8673503
-8.300705,3.1437569,4.8410077
-9.9416065,-0.41817093,10.278519
2.8611069,-8.544473,0.679419
-2.1844387,4.266821,-0.068998024
3.8932314,0.41215897,3.2410305
-8.2066345,2.418272,5.084667
7.4242916,2.1975527,4.1211166
-7.340537,-6.895403,6.6706295
-1.7267332,-6.7078886,0.6070543
2.0886974,-8.0010395,1.2614434
5.1625175,7.2635,3.1423147
8.073103,-5.48936,7.0450335
9.109592,9.002312,7.437637
-7.929221,-3.1934881,5.4467025
2.5166721,2.2134295,-0.7453128
-4.3012595,9.550863,0.8516113
-1.0958481,-5.366416,0.121086136
-7.484901,-9.484797,5.6039586
9.108585,1.4421043,9.27579
-7.339505,-7.21431,6.467091
5.344513,5.5102053,2.559892
3.5143957,3.975563,1.5832161
3.2495594,7.2453995,0.6320971
-5.4064617,-1.0387983,2.4324682
9.089516,-6.53329,9.00376
2.197504,-9.215437,-1.6868936
1.2864008,-6.4589787,0.2545428
-8.812548,8.90715,6.810328
4.1978846,-2.1406946,0.57469964
-1.500206,-0.18316841,1.4934566
-4.5812426,-2.121831,1.227447
8.589466,-5.1058474,7.9906344
2.2294884,8.186371,-0.11660996
-5.5327644,-2.5908556,3.1551762
-5.061389,-4.853386,1.901133
-0.47755718,9.239492,0.072289005
5.5836124,5.985321,5.3310356
-2.555338,5.329486,0.4333596
-5.7057486,7.166174,3.801719
-3.424429,-6.3504305,2.559842
-7.4707484,3.2565603,5.356567
3.5663242,-2.7831745,0.61839676
7.740402,0.35744858,7.344001
-9.414404,4.710415,8.28334
2.322507,-3.3194342,-1.1626055
5.1659184,9.812078,2.542788
1.8132935,0.049041748,1.59295
-3.5612464,5.7619944,1.0576032
5.2194214,0.92025375,2.733245
5.2551317,-9.638264,1.2174921
3.739272,-5.980878,2.6332476
-1.7572136,-8.332788,0.7005583
-2.6480126,1.1750021,0.9596597
1.069809,-6.708443,0.8057381
-1.7665405,-7.9526052,1.2130073
-2.9800105,2.143898,0.20585015
6.392069,-8.753409,4.0922747
8.593996,-5.4415884,7.3764887
-0.98997307,-6.469096,1.4047848
-2.2389688,4.8811893,1.8223934
0.14592266,9.168587,0.02359076
-0.59708214,3.498807,-2.1129575
2.4041128,-5.596656,0.5165458
2.8023357,7.569069,1.8997927
-9.082567,9.281961,6.475711
-3.6903772,-2.7094436,0.32275358
8.421295,7.3789806,7.049162
3.8955498,2.5280714,0.44932064
-0.4973755,-6.955885,0.826258
-6.0290575,-2.611827,2.8528764
-6.1180506,-7.975334,2.6397867
-8.957668,3.0172691,6.165155
-3.2596245,5.529889,2.7656155
3.3770418,-9.835731,-0.58168745
6.376217,-4.0870714,3.1780872
4.616974,0.21670914,3.8089428
-8.83944,8.007406,6.547188
-6.0136247,-5.4488516,5.094945
-1.578167,-0.5873003,1.9171894
9.673496,-0.28279495,10.267162
1.4465752,-5.028778,-0.8076025
-2.5897074,-4.482212,-0.20115764
4.1371527,-2.6756167,1.504446
-3.8088155,-2.9880514,-0.3582601
-6.4725566,-3.2187738,4.4923406
7.298872,0.956069,6.7790804
-4.547018,-0.8359871,2.1756744
-2.0046673,-4.8667526,0.049848348
-9.948043,6.055811,11.397344
6.692707,7.153946,4.4513817
7.5763474,-1.5676413,6.6325
3.6444817,-1.8877125,0.43500802
-6.972742,-9.746319,3.0744648
-9.869399,-7.3107424,10.307382
-8.12179,-0.45545387,7.373089
7.4570026,-1.9064894,4.1824846
4.801058,2.9256868,2.5039191
8.415045,-4.97456,8.327806
5.238699,-2.0712066,2.747452
2.530922,1.4952765,0.11935331
-0.09792709,9.816006,-1.6732978
-7.6050606,7.867729,6.201548
-8.567722,-6.578001,8.390326
-9.353486,-0.8328829,10.276153
4.0936193,-1.6371918,1.137907
-4.90968,-0.31965828,4.114928
-2.0125256,4.1659822,-0.8780685
-5.7550526,-4.022788,1.7692485
-1.8222351,-2.1315908,-0.8700283
-7.038349,-9.906015,4.4334764
-6.534157,-3.55239,2.492829
3.3171082,-9.807719,-0.3041037
-2.971964,3.5401058,0.71365905
6.1734314,-7.6976213,4.390965
-3.208088,-4.9414015,1.4821546
-7.3356724,-7.25171,6.5483665
-1.764389,7.604252,-0.16448891
-4.847474,-2.9355755,2.6248937
-3.0594158,8.690201,-1.2729304
-9.519957,-4.9690795,9.09376
5.5949097,7.57053,2.3673918
-6.9620457,-1.9662457,5.2737947
5.0261774,-7.512101,2.9418194
4.537842,8.362549,1.6612089
7.144327,-6.8031383,7.1145945
-7.670521,-5.880517,7.508397
7.191967,5.480033,6.792447
-4.727516,-0.9335346,2.107136
3.7106915,-0.1518879,1.4809241
9.391148,9.915621,6.8644648
-1.4103184,-7.9358554,-1.0748606
-0.077334404,-3.6119328,-0.6846998
-2.3023057,4.068178,-0.022875875
-8.349846,-1.9255629,6.224765
4.7990284,0.16915798,3.7955616
-9.927178,-3.3807707,9.807417
6.2079983,-1.5491238,4.202863
7.48225,7.982115,5.374063
9.457064,-1.8588247,9.691069
-2.3587952,4.021757,-0.015468558
-8.216419,7.5451317,7.7602963
2.2483025,7.7415543,-0.19756877
5.524273,4.7415457,4.0166235
-9.953088,6.8737335,11.396768
-2.2698364,-2.5938902,-0.52234095
-5.9945545,0.7973614,4.930512
-0.8746376,-4.2895327,-0.81283236
-4.922135,-9.698307,1.2106006
-4.087676,8.4142,0.85158056
-3.1745887,-9.5602455,-0.6078514
-9.50304,-6.302267,9.537071
8.205074,-3.564062,6.333453
8.383312,-9.147302,4.7379165
-1.5686903,-7.7602983,-0.11858862
-1.1388206,-5.2307463,0.40429267
-4.081199,1.1833334,3.4332204
-9.030628,-8.743281,6.6693482
-9.731444,-7.1881747,10.658109
3.7165842,-5.8455553,1.5560055
-5.4904613,-7.5197754,2.940988
-6.42877,2.3471975,2.4308162
-0.7802315,0.33833504,0.8605637
-3.3301115,2.1944284,-0.064189166
-3.2352076,9.021431,0.7748346
0.32131195,-4.3784513,-1.3144643
-2.1211243,-3.7492204,0.71504056
-3.4431243,3.1901274,1.192054
-4.788059,8.770435,2.7791314
-8.138274,3.191679,4.693166
8.385071,-0.85723114,6.912675
-4.001871,3.2483377,0.04511942
2.6497946,-9.849974,-0.911076
-3.4696589,-6.8403254,1.0829813
0.81261253,-4.2049003,-0.56433356
9.323004,-9.052431,7.0071645
4.6072273,-7.552321,2.2002215
-8.665997,-7.690755,6.779448
3.9690285,2.8707542,-0.58663166
9.492428,3.02958,7.7815695
2.6308336,-0.24085426,1.242093
6.7042465,-2.311325,3.3123605
9.858875,0.26962662,10.961909
-1.5322895,6.042492,1.0778868
2.0755444,-7.5297794,0.44437778
-6.9503508,7.1045227,6.0848517
-2.060771,4.349284,-0.5482614
7.405838,-3.4907103,4.0637875
5.126458,7.0161705,2.0617776
-6.3278904,-0.008282661,5.208341
-8.01885,-4.5827246,5.3207564
-6.8336368,9.01182,4.743615
-9.868776,2.9556036,9.890493
-7.7163897,7.546669,5.501012
-2.4729738,-2.7136421,-0.034339607
6.7487717,-8.569077,3.2079377
1.6738224,8.019379,0.39866975
-7.6060543,0.5785074,7.720986
-8.02224,4.7490835,5.993514
4.9747524,-2.5919843,1.4518497
-7.4384127,4.729759,6.2314253
-1.2312746,-7.9014406,-0.35608992
4.79706,0.35274124,4.2486405
-4.6281204,7.5929985,3.0588343
-1.0903988,-2.685244,-0.6550025
-0.87044525,8.588947,-1.3817428
-2.3658333,3.6774912,-0.96910393
-5.0703216,4.929599,2.6213875
-8.914384,9.88117,6.963444
-8.0835705,-2.4331045,6.6895185
-5.3546166,-2.328061,1.7865219
9.658377,6.288328,9.50561
-4.830147,-5.0606785,1.9242184
-6.7152796,-7.373186,4.6409206
2.4239426,6.5204926,1.6727253
2.7561035,-8.725162,0.6661296
5.4790974,-4.736024,2.153666
7.601204,2.4230757,4.7293363
5.568742,1.4725876,4.223569
-9.9150095,-6.062361,10.201036
0.8868866,-2.5298977,-1.441169
6.0575314,6.4190807,5.519413
-0.9242544,-6.4797163,0.9677645
-5.8927917,5.7359943,3.644305
9.533398,-1.0708771,10.390912
-3.7402782,-3.5794964,1.1427498
-5.693445,-9.52603,1.7467165
-9.015551,-2.62292,6.330471
0.44668293,8.222773,-0.92575413
4.4313316,-5.478282,3.610453
2.2136288,-7.9364386,1.5318118
1.9774971,-0.7802048,0.25871205
-7.5838747,7.088892,6.88761
-9.338873,-2.712617,7.8083363
0.17609406,9.8029785,0.06055881
9.118341,9.632084,7.411176
5.7692137,9.161812,3.2214856
-5.822343,-5.719777,5.041731
-1.2980852,-7.1184626,0.7160214
-7.3718357,-9.371857,4.7511563
-4.824234,-1.9444923,2.1577556
1.8109837,-6.5124025,1.664894
5.445385,4.6587048,3.30372
8.283693,0.90187454,8.200848
-9.181061,7.931122,8.943407
6.6861515,-9.276695,4.334262
-7.0529213,-8.403236,4.7801023
3.7446728,-1.8608961,0.7807863
8.462452,2.635622,6.130419
0.14042377,8.419426,0.2179087
9.098089,-0.83606243,7.925744
-8.520515,8.5458355,7.167352
-3.819592,-2.7071548,-0.086418
5.832529,-1.4116564,2.555422
-2.1786785,-3.8505054,0.2905945
-2.0470023,-4.25004,1.0436234
-4.167917,-3.7882829,0.6804695
6.8930607,-8.644213,3.6495037
4.905032,-1.2275524,3.0600204
3.2045002,-3.3718824,1.2676353
-5.6196365,-6.474347,2.703711
-8.117496,-7.417505,6.475875
1.0816059,-9.643339,-0.61050737
2.9627886,-2.2408462,-0.21353602
-4.617119,-8.141469,1.8126503
-2.7979765,8.99095,-0.004524991
6.7536774,-2.6843395,4.31585
0.7965965,2.687992,-0.061653547
0.45118332,-7.1693826,0.8761057
-2.4610052,1.0203753,0.62777555
-9.055897,-9.398404,7.332155
-9.402575,4.5019236,9.682322
-4.7801504,4.722637,2.64619
-5.083214,-9.717684,0.70074004
3.1155357,4.360607,1.5535634
-2.9111075,1.2731304,1.6643012
-3.912221,-6.245612,1.9409194
9.534298,-4.5783577,9.186323
3.4832287,9.82922,0.6299394
7.1290226,-5.20149,5.973048
-4.8411274,8.749399,2.6153495
-4.084668,2.0124006,0.19081119
3.6754045,4.581666,0.2469382
-6.662751,-5.0333967,5.7055945
-6.5370407,3.2506294,2.7758896
-0.48299694,2.1532078,-1.0038576
-3.657607,7.97546,2.432955
-7.49658,-9.888842,3.7051163
5.931589,-3.6357212,2.2197354
8.041628,0.249012,8.45944
1.6222334,-7.1774664,1.4988889
-1.7411327,1.7042255,0.008553541
-9.26273,6.447693,9.657204
-3.6423874,6.02631,2.3180916
2.5458565,-5.1564455,0.49460664
4.715309,4.0422535,1.4642822
-1.2641754,-7.2763085,1.1050094
-3.9535284,6.2163315,3.1589365
5.572261,-8.173312,1.546551
-7.963997,-9.065916,5.2551894
6.320179,3.4704914,3.3669653
-3.879548,-0.94401264,1.8993269
0.15305424,2.4649992,-0.15151012
-1.9761581,9.304899,-0.25620174
1.212389,9.579605,-1.5650183
-3.021984,5.638509,2.5071237
7.271269,-9.071235,4.441535
-0.25997162,-1.5396395,0.22194426
7.805994,1.0931396,7.333965
9.614805,-9.73735,8.973193
-4.8719096,8.362844,1.8400491
-7.295091,6.562149,6.802794
8.02302,-4.6194267,7.21185
7.8361397,-2.0869646,5.985524
-7.6354733,-5.800483,6.797587
-0.77303314,3.8462372,-0.5698933
-9.861263,1.7246523,10.567421
-8.185991,-3.466909,5.726844
1.9314251,5.3462753,0.2523872
2.660346,-2.161664,0.53572476
2.11981,1.0739002,1.7781484
-2.7216473,6.9237213,1.3639426
9.225777,-4.6983805,9.198777
1.429779,-9.222965,-1.3401997
-5.900848,5.3972588,3.7720282
-0.56613827,-6.5352955,0.9362154
2.401452,3.7803917,0.11126937
3.5019264,-3.0064144,0.99132335
-7.0708084,6.712803,6.0440655
3.7478962,-0.3803444,1.484375
-5.1088166,-4.5531535,1.6972563
-8.309403,-7.05451,8.583126
-5.4620743,6.7197456,4.669056
9.644093,-6.257088,11.07742
8.548578,2.8347282,5.2861032
8.954845,7.6475544,7.56097
5.8701124,-8.03278,3.0957255
7.554495,-8.392993,4.563705
-1.3384972,1.0201731,-0.57617486
-5.502279,-3.925488,2.8413231
4.996566,-7.3408546,4.1215744
-5.1818275,6.612509,3.086491
-6.748658,-9.302694,4.015434
-3.1933403,-4.559443,2.0555542
2.0985928,-8.306448,1.0879209
5.1479664,2.6430216,2.5755508
-3.8840904,0.862483,2.29271
-5.885663,4.1712017,3.163874
1.3489304,4.186756,-0.8650192
-5.894332,-0.039557457,5.0276003
-6.5106144,-3.003018,3.995219
5.2125187,8.842419,2.5340471
-1.6798458,0.41585922,0.20050755
9.13785,2.3808231,8.213829
9.727825,-8.2343,10.071637
2.9910555,-9.800931,0.7227196
3.441577,-4.884424,2.4942012
2.3028374,-5.240042,1.4697871
0.15660858,2.8972769,-0.51951474
-0.7273245,-4.444716,-0.37755895
0.13744164,1.044342,0.89539915
3.7342472,9.266895,0.040033042
9.2977085,-2.9498873,7.269883
-2.591591,2.5548544,-0.43566367
-4.2271576,0.1226387,2.418299
-2.4216485,6.5807858,1.344878
-4.8312426,4.373661,1.0127819
1.700387,-0.46458817,0.80271447
7.4644833,5.469591,6.231828
7.8197746,-0.5087795,8.093798
4.591255,-1.7000008,1.0029203
-7.359315,-3.8979092,4.357174
-5.367048,-8.1578245,2.5537786
-2.197114,8.353262,0.7283105
-1.8432417,-6.336993,0.46386555
0.82247734,-9.5330925,-1.901767
-9.179715,-4.485327,7.9529734
3.1124477,2.0200157,0.3074075
-7.628721,-0.9075031,7.5663776
-6.327447,4.552372,4.4967246
-8.313826,5.7293177,8.216533
8.713196,5.8811083,9.284352
-9.4693985,-8.39027,7.5124774
7.543667,4.076956,4.501873
-0.33616924,4.9500027,-0.5946453
-1.1629877,-5.547602,1.0875857
6.2547855,0.048438072,4.7509174
-0.92427635,1.4988213,-0.70734787
6.2715416,1.2539539,5.1264143
7.23015,5.3661203,6.985825
-8.6821,8.490089,7.739154
3.8478394,9.604738,0.05752705
1.8877897,2.2389488,-1.0209821
2.150117,5.8479633,1.1244903
1.4599142,4.275531,-0.23723929
2.7353096,-5.4099607,0.2819321
-4.810668,6.6881027,2.635132
-1.2794113,-0.71050835,1.5470483
9.5012,4.080982,8.952165
6.7184944,-6.636981,4.7006435
-0.37568474,8.00053,-0.6204212
-9.405309,2.231841,7.579328
0.4382782,2.2661037,0.501911
-6.8097353,-8.895992,2.9106789
8.131916,-0.8690882,6.7027035
-6.0708737,-3.4968367,3.6530216
-0.72201633,9.441162,-1.6101973
-2.2194266,-9.155201,0.15665534
1.7795382,-2.467762,0.60369176
9.410276,-4.9599037,8.531555
0.95019245,-7.249199,0.019298948
5.7916403,3.8461914,2.0098858
7.7622166,-6.9042754,6.9065013
8.0731125,4.7269964,6.962687
-3.4535146,1.2003078,2.6079385
-2.2365665,-5.2941823,0.56664723
4.819378,-1.13801,3.4714015
-2.7286768,0.8672085,0.41591194
4.68264,-4.456649,1.0703547
-2.1846771,-6.425091,2.4108155
-6.782523,-5.635383,5.856085
4.0704336,2.4127588,0.61099654
1.5331802,-8.811416,-1.5342318
4.4584837,6.296772,3.6263242
9.93486,6.5674477,11.233999
6.8273296,9.195263,3.9483025
9.479811,8.460653,7.4722495
0.5352287,-5.6200686,0.4854502
-8.602125,-4.3392467,6.402557
-7.015272,7.319275,4.0911903
-6.2117376,-1.2936707,5.4255247
-8.812484,-7.3627424,9.118688
-5.012475,-4.7902,1.4136262
-9.205677,7.019512,8.022772
-9.226152,-5.686635,10.009676
-5.975546,3.517271,1.3954715
-9.858339,-8.349655,9.677279
-6.1381245,6.6033115,4.3119855
3.8130865,2.7503958,-0.36002004
8.3405285,6.8977947,8.741133
-2.9746284,0.34105778,0.7425025
-2.9087877,5.07615,0.6134845
5.339533,8.194809,2.2090802
-4.933709,-1.261488,2.4542713
-4.728326,-7.5575447,1.5147456
6.161295,-7.056,5.275252
-8.7130165,5.8631287,7.877563
1.2227478,-6.376853,-0.21163854
8.83382,-8.753628,6.04841
1.7148647,-8.4671545,-1.1393437
2.7194386,-4.4286537,0.47505313
-5.8239117,1.8551731,4.3620644
-0.13796616,-9.061108,-0.07793393
0.54984474,-4.633708,-0.7738378
2.4543428,9.574043,-1.2357335
3.88546,-1.7008305,1.2101948
8.689278,-3.3745613,7.516408
-7.6329947,4.729574,6.7872877
0.2997532,-8.229004,-1.0896078
-4.9963627,-7.8083086,3.9043925
-7.910639,1.4297953,7.1083026
-0.8007765,3.1612072,-1.4993232
-8.802368,-9.854534,5.9428654
6.9789925,8.786085,2.845664
1.1581478,-3.893869,0.4293289
-5.3895807,1.5276756,2.357651
5.225791,7.1085186,3.020198
-9.464279,3.8277054,9.397956
-3.8679924,3.1050253,1.0369798
-1.9481869,-9.123749,-1.7424903
-8.497503,-9.329844,5.6968718
-6.3588834,3.7189865,4.250028
-1.6321859,0.371624,0.5815709
7.5876465,6.1404,7.1227612
9.656542,5.004322,8.766414
6.362625,-8.022556,3.2065172
-5.97124,1.8405571,4.5631027
-6.5422115,-7.84501,5.3751755
8.726933,-5.5278263,9.4517
3.5371742,2.7481184,0.21701184
0.2656765,-0.5589695,0.6503052
1.3533211,-6.386408,0.46136814
-8.036967,3.3908749,4.9122667
-3.3388543,6.9395447,3.0301728
9.626181,-9.827797,7.639401
-2.466322,9.379799,0.46638548
-0.5016413,5.520279,0.7755761
-8.30331,-0.84287167,8.218683
-5.5940714,-9.697157,1.3424945
-0.20419598,-4.233248,0.26173532
-6.2115946,3.0518522,2.9434288
-1.2400961,-4.2604933,-1.0549543
4.0695915,-3.2870712,-0.3334953
-9.781773,-4.1296887,9.272784
2.9701214,8.597855,0.5331726
-6.6120815,8.463005,4.4377103
-4.8805103,-7.799715,2.8225152
3.839097,-3.0851116,1.2062955
7.9512024,9.057646,5.625906
-2.7330866,-0.57598686,2.8914442
-4.105691,-4.8687696,2.628334
-9.042358,1.2092485,9.335105
-5.1565766,7.9123154,2.8728664
-8.75637,-1.272563,6.856467
-2.2887049,-9.436132,0.088403985
2.040554,-3.342661,-0.90847147
-9.368757,4.9768734,8.3842125
8.731134,-1.4775515,7.757892
6.2739086,7.0654507,4.936878
-9.789458,3.4391775,8.135855
-4.77633,0.08769989,2.986357
3.2615519,3.819809,0.020122677
-2.054596,-1.3498163,1.187063
-1.0897646,-8.572538,-0.27791676
-4.5151567,-8.57005,2.6496103
8.032196,-7.865882,6.172443
-5.589982,-1.5927486,4.1341276
8.2927685,-7.2305584,7.731042
0.64522266,1.4655008,0.9494026
2.0102177,1.1466236,1.4729328
7.801319,7.608824,6.626388
-1.6476555,0.56228447,0.39416224
-5.6934333,1.7043829,2.8792942
-1.617342,3.5558758,-0.24418446
8.110535,-2.8271723,6.397105
-7.419873,-4.982846,4.975808
2.269804,-9.406792,-1.1237495
-9.827914,-9.739471,9.619851
5.243021,0.6575527,3.275209
3.6946774,-4.728875,2.0204964
0.42392254,2.768365,0.34986413
4.291931,2.485299,-0.054907456
0.011247635,7.7992897,-0.009784415
5.5335283,-1.2207909,2.8514848
-7.916205,-0.042286873,7.5536466
-1.4685249,6.901806,1.8922956
4.436146,1.6957912,2.5303102
9.958168,4.5768566,10.754018
5.093914,-5.399947,2.436621
-7.271744,-7.227845,6.7392154
7.6909676,7.6238823,7.3534007
-2.2299824,7.128399,1.1326963
-2.1351442,-3.7863827,0.46073115
-9.089097,1.6611671,7.244423
-1.5741434,-8.893437,0.34747666
7.073267,0.6998453,4.8171024
1.3944483,-9.284342,-0.9305667
-5.8245397,5.6521053,2.8821445
3.0781212,-9.9115095,0.71532536
-3.2064438,-2.4122548,1.511199
9.12994,9.329973,6.864496
-8.679546,-3.387835,5.8317924
-3.1587553,-5.79646,1.4032989
-9.655735,9.021046,8.943626
-3.938302,-5.0582194,3.0411205
3.1524763,2.2055283,1.0921565
9.626146,5.58877,9.923151
1.6794634,2.6867867,-1.1304036
9.803585,-6.9088435,11.290882
1.956521,9.07583,-1.6402162
5.77536,4.795228,4.0149612
8.016623,-6.2883782,7.502162
8.359234,-5.707325,8.331619
-5.5972376,-2.3064003,2.660217
9.193899,3.3362026,6.8436074
6.0576553,3.781147,2.234076
-4.67579,1.2876177,2.7108858
-4.7720337,6.5581207,3.4331708
-8.387462,9.948065,5.1385856
2.5113726,2.0573282,-0.750612
-8.105493,3.9169178,5.8517203
4.224247,5.686943,1.581108
3.157977,1.9823532,0.77452725
-8.688022,0.61655045,9.083823
2.725009,8.991135,-0.645249
-0.8133049,6.9037285,1.5033154
4.568177,6.5312653,2.1506643
5.737896,-3.8910913,3.078635
-9.94145,-4.7810326,9.811513
9.170988,-5.4223957,9.574579
8.386419,-8.374147,5.59434
3.978836,-1.0160017,2.6760876
-9.13961,5.634342,8.307879
-3.5722075,1.465086,2.4915059
-2.8980885,-3.537365,-0.9944492
-2.5699797,-1.3834105,0.27907336
5.6392307,-7.6632357,3.8697143
3.635706,-6.4234066,3.2048821
7.921791,0.92064285,7.640648
-3.7452316,-5.810182,2.407788
3.3653975,1.23248,0.58633447
3.557951,8.247086,0.013629874
-8.325909,2.560811,5.4143333
-9.700198,7.655203,10.464387
-5.1888905,-6.335553,4.581868
6.845476,0.26007652,6.762104
-9.414597,-9.823359,6.6448393
-8.704338,0.069288254,7.9724274
5.602006,-7.3666945,3.9894826
5.3952894,9.385395,2.168213
8.223927,-8.548855,5.1498694
-7.549387,3.4183779,4.423514
-7.3189974,-5.981815,6.3022776
5.1298666,2.7680607,2.8378508
8.696302,-0.052158356,7.781336
5.983389,-1.2790489,2.7455149
1.5665207,-3.881073,-0.4942215
3.2957468,6.429842,2.663524
9.491268,-1.8050776,9.834223
-6.452043,0.85235023,4.931836
-4.540118,-3.0136013,1.6132982
6.994669,-7.287276,4.7667627
-6.8423963,-4.1676006,3.7035615
-5.514126,8.965939,3.0438318
7.2999115,9.518656,4.7962084
3.155221,-4.646001,0.27762905
3.2307005,0.99659157,1.5301752
-4.2384043,1.6231785,1.3954096
-0.13800526,8.821747,-1.5458107
9.1523285,1.3955135,8.750544
-6.002201,0.4655218,4.0192666
0.078621864,-2.908846,-1.0252246
4.755995,2.1089401,1.2472069
-6.9035625,-9.956894,3.3939993
9.711769,-9.977164,7.986233
-4.996105,-1.159153,2.2158883
-2.4013605,-6.9359064,0.40894845
-2.7057028,-6.945038,1.6468018
-6.516589,-1.6973772,3.1314328
-9.812646,5.548151,11.325724
5.6385155,4.9491806,4.051172
2.6567411,-3.4743571,-0.815782
-9.366008,-0.7066736,9.574241
-6.436268,9.283367,3.131126
9.88368,2.163208,9.61873
3.8223505,6.800379,2.935741
4.0124464,-4.14205,2.0120976
-5.9829807,-8.948802,2.7290463
-4.3839607,-4.636403,2.813595
-1.5095415,0.87880707,-0.26257646
-1.8287992,-2.4219904,-1.3244597
-6.8524837,-5.460174,5.405372
0.8238497,9.61635,-0.3439016
0.9938803,-9.230327,-1.4023459
-1.2662106,0.25389862,0.78743017
1.3863182,3.9851837,-1.2656
