x,y,z
3.162612,7.5544662,0.27403945
-0.17395973,9.064808,-1.108991
7.826082,-8.928661,0.1201731
-7.105136,4.483568,-0.95930433
0.62963676,0.20866013,1.5671606
-6.825402,5.248678,-0.005086124
3.08352,-3.7489486,-0.76311976
-3.4438229,-0.7571411,1.0244527
3.0641632,-0.1870594,1.0599074
-2.083415,3.428772,-1.8305098
8.293919,4.9859657,1.1749554
-5.927019,3.9000425,-0.37721944
-5.9639797,1.2272787,0.65061367
-5.96434,-7.9774847,0.19028072
8.994429,-5.744504,1.2755742
3.332511,-5.6969213,0.6432529
9.622507,-9.965567,-1.0537461
-8.252763,9.579,-1.9096663
-9.918761,-4.5274315,0.290232
-7.823638,-6.6469374,-0.06497121
-6.7268906,-4.528575,-0.61206955
4.0504017,5.4297085,-0.13140512
3.580759,-6.2687674,0.57471097
8.309244,-8.3557,0.41721317
-5.1642537,-7.47427,1.2702873
-6.8171177,2.1976576,-1.095528
5.3057814,-0.40912533,0.08842063
-4.0420446,-9.022516,-0.1365701
6.0692387,-6.840354,0.6364374
-2.3730063,-8.666234,-1.420958
5.720459,3.43054,-1.4920385
-7.76968,4.525463,-1.1822879
-5.0464973,1.703413,0.8124748
3.0487642,-3.2038212,-0.9053692
2.1140757,-5.357821,1.4575617
-2.5495872,3.953413,-1.2462051
5.9606943,-2.296362,-0.9804888
6.798092,-1.6052237,0.45803303
-7.251734,-3.2781897,-1.8147495
-5.338682,1.7379675,0.6438122
9.15662,2.345745,-0.43472382
-3.3743248,8.216089,-0.123609096
-3.545164,8.880981,-0.46304518
-9.675946,-2.5772438,-0.5964013
-5.726702,1.4862165,0.61268216
2.4980364,-6.6840124,1.5207827
-1.319932,-7.5070724,-0.62870544
-7.2588596,8.292368,-1.2525591
0.23456669,1.1779871,0.6152068
-6.8308153,-4.972187,-0.26377988
-8.483967,5.027423,-0.49818748
-5.506626,4.0342436,0.073479295
-8.752121,3.579649,-1.5286443
-6.3673806,4.2312574,-0.54687846
9.996088,0.5340729,0.32000643
1.8887501,-7.274495,1.4974716
3.0815973,-8.88986,-0.8003512
-9.326843,9.762861,-1.0411704
-6.567738,6.981148,0.485425
-3.328558,-7.8017178,0.23811804
1.5637112,7.836479,1.0174764
-8.799213,-9.352747,-1.5829619
-4.30873,6.6519756,1.8523941
-5.9866858,6.963459,1.0695748
0.027712822,6.282547,1.0277091
-3.7210321,4.2322006,0.08560878
-0.6929579,-6.0568724,0.33568472
-6.776297,-4.2885327,-0.8846477
-6.8639517,2.143715,-1.0907516
-5.8340178,3.9439487,-0.26079878
-3.4229746,8.766022,-0.5130707
-7.892809,0.44482327,-0.096559584
8.384699,4.1179333,0.30238634
-1.9846401,-7.552141,-0.6183039
8.603968,-2.0297375,0.28869933
3.115821,5.9468794,0.9697491
-8.46797,0.81731224,-0.13317287
6.920353,7.9053745,0.54355097
-2.7514482,-8.0242405,-0.5497595
-3.8332605,-6.6725817,1.5629611
-8.300705,3.1437569,-1.9018652
-9.9416065,-0.41817093,1.4079586
2.8611069,-8.544473,-0.36009338
-2.1844387,4.266821,-1.2485266
3.8932314,0.41215897,0.2334212
-8.2066345,2.418272,-1.6880717
7.4242916,2.1975527,0.3225742
-7.340537,-6.895403,-0.05268216
-1.7267332,-6.7078886,-0.076705456
2.0886974,-8.0010395,0.72233176
5.1625175,7.2635,-0.3436302
8.073103,-5.48936,1.6772115
9.109592,9.002312,-0.6020877
-7.929221,-3.1934881,-1.9958246
2.5166721,2.2134295,-0.014272571
-4.3012595,9.550863,-0.07539177
-1.0958481,-5.366416,-0.2809291
-7.484901,-9.484797,-1.9308589
9.108585,1.4421043,0.43928722
-7.339505,-7.21431,-0.27361858
5.344513,5.5102053,-0.09094143
3.5143957,3.975563,-1.036168
3.2495594,7.2453995,0.46394762
-5.4064617,-1.0387983,1.2759035
9.089516,-6.53329,1.2979034
2.197504,-9.215437,-0.16820532
1.2864008,-6.4589787,1.9444195
-8.812548,8.90715,-1.4436896
4.1978846,-2.1406946,-1.410083
-1.500206,-0.18316841,-0.014238
-4.5812426,-2.121831,0.46784365
8.589466,-5.1058474,1.1248906
2.2294884,8.186371,0.46449107
-5.5327644,-2.5908556,-0.17019242
-5.061389,-4.853386,1.0802454
-0.47755718,9.239492,-1.4424948
5.5836124,5.985321,0.31207454
-2.555338,5.329486,0.025424898
-5.7057486,7.166174,1.180723
-3.424429,-6.3504305,1.2768203
-7.4707484,3.2565603,-1.9208591
3.5663242,-2.7831745,-1.3485291
7.740402,0.35744858,1.9303493
-9.414404,4.710415,-0.012347952
2.322507,-3.3194342,-0.25370604
5.1659184,9.812078,-1.8248384
1.8132935,0.049041748,1.9695392
-3.5612464,5.7619944,1.2746711
5.2194214,0.92025375,-0.26857114
5.2551317,-9.638264,-1.8335936
3.739272,-5.980878,0.39192635
-1.7572136,-8.332788,-1.443395
-2.6480126,1.1750021,-0.088240504
1.069809,-6.708443,1.7880411
-1.7665405,-7.9526052,-1.079367
-2.9800105,2.143898,-0.7031207
6.392069,-8.753409,-0.6743026
8.593996,-5.4415884,1.4047318
-0.98997307,-6.469096,0.14675713
-2.2389688,4.8811893,-0.6169553
0.14592266,9.168587,-0.82195675
-0.59708214,3.498807,-1.4991064
2.4041128,-5.596656,1.4458752
2.8023357,7.569069,0.61386013
-9.082567,9.281961,-1.3253895
-3.6903772,-2.7094436,-0.3864171
8.421295,7.3789806,1.300687
3.8955498,2.5280714,-1.5021545
-0.4973755,-6.955885,0.30502173
-6.0290575,-2.611827,-0.6115241
-6.1180506,-7.975334,0.043330327
-8.957668,3.0172691,-1.4425893
-3.2596245,5.529889,0.84719604
3.3770418,-9.835731,-1.1500205
6.376217,-4.0870714,-0.49245736
4.616974,0.21670914,-0.018841147
-8.83944,8.007406,-0.7053042
-6.0136247,-5.4488516,0.93797946
-1.578167,-0.5873003,-0.16753316
9.673496,-0.28279495,0.7141174
1.4465752,-5.028778,1.3034314
-2.5897074,-4.482212,-0.7524433
4.1371527,-2.6756167,-1.7324473
-3.8088155,-2.9880514,-0.36942893
-6.4725566,-3.2187738,-1.1852645
7.298872,0.956069,1.4265785
-4.547018,-0.8359871,1.656803
-2.0046673,-4.8667526,-0.7535939
-9.948043,6.055811,1.4739724
6.692707,7.153946,1.0424157
7.5763474,-1.5676413,0.9648616
3.6444817,-1.8877125,-0.7935966
-6.972742,-9.746319,-1.584945
-9.869399,-7.3107424,0.94702744
-8.12179,-0.45545387,-0.06629175
7.4570026,-1.9064894,0.5928096
4.801058,2.9256868,-1.9728543
8.415045,-4.97456,1.1058676
5.238699,-2.0712066,-1.3444521
2.530922,1.4952765,0.64886516
-0.09792709,9.816006,-1.0222123
-7.6050606,7.867729,-0.9829259
-8.567722,-6.578001,0.20093745
-9.353486,-0.8328829,0.60151404
4.0936193,-1.6371918,-0.88093936
-4.90968,-0.31965828,1.929944
-2.0125256,4.1659822,-1.4236343
-5.7550526,-4.022788,-0.13230795
-1.8222351,-2.1315908,-1.5004146
-7.038349,-9.906015,-1.5718307
-6.534157,-3.55239,-1.1651478
3.3171082,-9.807719,-1.1021854
-2.971964,3.5401058,-1.0904554
6.1734314,-7.6976213,0.046190247
-3.208088,-4.9414015,0.2934622
-7.3356724,-7.25171,-0.30214208
-1.764389,7.604252,-0.73417723
-4.847474,-2.9355755,0.012036443
-3.0594158,8.690201,-0.8241986
-9.519957,-4.9690795,0.34891587
5.5949097,7.57053,-0.35553506
-6.9620457,-1.9662457,-1.0131294
5.0261774,-7.512101,-0.6159117
4.537842,8.362549,-1.4717315
7.144327,-6.8031383,1.6264296
-7.670521,-5.880517,-0.06319958
7.191967,5.480033,1.4831972
-4.727516,-0.9335346,1.5948824
3.7106915,-0.1518879,0.44961405
9.391148,9.915621,-0.8483119
-1.4103184,-7.9358554,-1.0689334
-0.077334404,-3.6119328,-0.96867156
-2.3023057,4.068178,-1.3447345
-8.349846,-1.9255629,-1.2269293
4.7990284,0.16915798,-0.010522246
-9.927178,-3.3807707,-0.49000233
6.2079983,-1.5491238,-0.053445343
7.48225,7.982115,0.80391705
9.457064,-1.8588247,-0.31634253
-2.3587952,4.021757,-1.3422898
-8.216419,7.5451317,-0.63107216
2.2483025,7.7415543,0.8913291
5.524273,4.7415457,-0.65898013
-9.953088,6.8737335,1.3347099
-2.2698364,-2.5938902,-1.6191833
-5.9945545,0.7973614,0.983237
-0.8746376,-4.2895327,-1.177678
-4.922135,-9.698307,0.015260279
-4.087676,8.4142,0.27976
-3.1745887,-9.5602455,-0.95784825
-9.50304,-6.302267,1.0780004
8.205074,-3.564062,0.026918292
8.383312,-9.147302,-0.09860456
-1.5686903,-7.7602983,-0.9064514
-1.1388206,-5.2307463,-0.41268647
-4.081199,1.1833334,1.1851666
-9.030628,-8.743281,-1.1606541
-9.731444,-7.1881747,0.91957617
3.7165842,-5.8455553,0.3619309
-5.4904613,-7.5197754,1.0402873
-6.42877,2.3471975,-0.84578747
-0.7802315,0.33833504,0.23986465
-3.3301115,2.1944284,-0.3965832
-3.2352076,9.021431,-0.8262743
0.32131195,-4.3784513,-0.011954039
-2.1211243,-3.7492204,-1.6733577
-3.4431243,3.1901274,-0.7018393
-4.788059,8.770435,0.20369017
-8.138274,3.191679,-1.9586062
8.385071,-0.85723114,1.5167892
-4.001871,3.2483377,-0.23628396
2.6497946,-9.849974,-0.43874636
-3.4696589,-6.8403254,1.1709838
0.81261253,-4.2049003,0.24010202
9.323004,-9.052431,-0.8298775
4.6072273,-7.552321,-0.69736934
-8.665997,-7.690755,-0.52553475
3.9690285,2.8707542,-1.6997454
9.492428,3.02958,-1.0613314
2.6308336,-0.24085426,1.459974
6.7042465,-2.311325,-0.26594907
9.858875,0.26962662,0.5432788
-1.5322895,6.042492,-0.028085768
2.0755444,-7.5297794,1.193849
-6.9503508,7.1045227,0.062481046
-2.060771,4.349284,-1.2375231
7.405838,-3.4907103,-0.03842193
5.126458,7.0161705,-0.17231089
-6.3278904,-0.008282661,0.95527554
-8.01885,-4.5827246,-1.1157413
-6.8336368,9.01182,-1.4390097
-9.868776,2.9556036,-0.55320024
-7.7163897,7.546669,-0.68805087
-2.4729738,-2.7136421,-1.529721
6.7487717,-8.569077,-0.20674223
1.6738224,8.019379,0.83005357
-7.6060543,0.5785074,-0.13214344
-8.02224,4.7490835,-0.9491917
4.9747524,-2.5919843,-1.8185089
-7.4384127,4.729759,-0.8975174
-1.2312746,-7.9014406,-0.99035525
4.79706,0.35274124,-0.057988286
-4.6281204,7.5929985,1.254482
-1.0903988,-2.685244,-1.7844789
-0.87044525,8.588947,-1.4351776
-2.3658333,3.6774912,-1.5600686
-5.0703216,4.929599,1.152129
-8.914384,9.88117,-1.3861694
-8.0835705,-2.4331045,-1.7331066
-5.3546166,-2.328061,0.11382717
9.658377,6.288328,0.76850677
-4.830147,-5.0606785,1.334365
-6.7152796,-7.373186,0.043711156
2.4239426,6.5204926,1.6295907
2.7561035,-8.725162,-0.3890768
5.4790974,-4.736024,-0.69656545
7.601204,2.4230757,0.21543872
5.568742,1.4725876,-0.55714613
-9.9150095,-6.062361,1.4465474
0.8868866,-2.5298977,-0.04356754
6.0575314,6.4190807,0.7670366
-0.9242544,-6.4797163,0.18257803
-5.8927917,5.7359943,1.2345418
9.533398,-1.0708771,0.37094843
-3.7402782,-3.5794964,-0.34208542
-5.693445,-9.52603,-0.43873334
-9.015551,-2.62292,-1.2663785
0.44668293,8.222773,0.07148832
4.4313316,-5.478282,-0.26758176
2.2136288,-7.9364386,0.7180375
1.9774971,-0.7802048,1.6292005
-7.5838747,7.088892,-0.2711407
-9.338873,-2.712617,-0.9951917
0.17609406,9.8029785,-0.7541452
9.118341,9.632084,-0.6769259
5.7692137,9.161812,-1.4572628
-5.822343,-5.719777,1.2901425
-1.2980852,-7.1184626,-0.29207212
-7.3718357,-9.371857,-1.884602
-4.824234,-1.9444923,0.62869304
1.8109837,-6.5124025,1.945138
5.445385,4.6587048,-0.79683155
8.283693,0.90187454,1.5292264
-9.181061,7.931122,-0.31837532
6.6861515,-9.276695,-0.5969071
-7.0529213,-8.403236,-1.2179974
3.7446728,-1.8608961,-0.85322976
8.462452,2.635622,-0.0541811
0.14042377,8.419426,-0.3958283
9.098089,-0.83606243,0.9912984
-8.520515,8.5458355,-1.4239352
-3.819592,-2.7071548,-0.27987063
5.832529,-1.4116564,-0.27708727
-2.1786785,-3.8505054,-1.5799296
-2.0470023,-4.25004,-1.3347921
-4.167917,-3.7882829,0.05731833
6.8930607,-8.644213,-0.13775063
4.905032,-1.2275524,-0.6449581
3.2045002,-3.3718824,-1.0364664
-5.6196365,-6.474347,1.5977006
-8.117496,-7.417505,-0.5427314
1.0816059,-9.643339,-0.09349686
2.9627886,-2.2408462,-0.4431722
-4.617119,-8.141469,0.7119216
-2.7979765,8.99095,-1.2442572
6.7536774,-2.6843395,-0.44394365
0.7965965,2.687992,-0.18389446
0.45118332,-7.1693826,1.0683932
-2.4610052,1.0203753,-0.106203556
-9.055897,-9.398404,-1.3602244
-9.402575,4.5019236,-0.23111667
-4.7801504,4.722637,1.007953
-5.083214,-9.717684,-0.025380135
3.1155357,4.360607,-0.31851712
-2.9111075,1.2731304,0.064839736
-3.912221,-6.245612,1.6958804
9.534298,-4.5783577,-0.24293151
3.4832287,9.82922,-1.2543513
7.1290226,-5.20149,1.218359
-4.8411274,8.749399,0.21125448
-4.084668,2.0124006,0.38197777
3.6754045,4.581666,-0.6391696
-6.662751,-5.0333967,-0.054994285
-6.5370407,3.2506294,-1.245199
-0.48299694,2.1532078,-1.0144747
-3.657607,7.97546,0.37223756
-7.49658,-9.888842,-1.8310502
5.931589,-3.6357212,-1.2247791
8.041628,0.249012,1.9516025
1.6222334,-7.1774664,1.6247569
-1.7411327,1.7042255,-1.1185615
-9.26273,6.447693,0.8251591
-3.6423874,6.02631,1.4473114
2.5458565,-5.1564455,0.9907243
4.715309,4.0422535,-1.621088
-1.2641754,-7.2763085,-0.40728283
-3.9535284,6.2163315,1.7233866
5.572261,-8.173312,-0.9664656
-7.963997,-9.065916,-1.9302516
6.320179,3.4704914,-0.9094134
-3.879548,-0.94401264,1.2593195
0.15305424,2.4649992,-0.6272529
-1.9761581,9.304899,-1.911783
1.212389,9.579605,-0.051581502
-3.021984,5.638509,0.6799706
7.271269,-9.071235,-0.10317892
-0.25997162,-1.5396395,-0.22590132
7.805994,1.0931396,1.4585482
9.614805,-9.73735,-1.1404313
-4.8719096,8.362844,0.5001191
-7.295091,6.562149,0.11349738
8.02302,-4.6194267,0.89291865
7.8361397,-2.0869646,0.5062896
-7.6354733,-5.800483,-0.09047794
-0.77303314,3.8462372,-1.4601514
-9.861263,1.7246523,0.26950726
-8.185991,-3.466909,-1.8929389
1.9314251,5.3462753,1.5279558
2.660346,-2.161664,-0.09419724
2.11981,1.0739002,1.3297389
-2.7216473,6.9237213,0.39406493
9.225777,-4.6983805,0.18368238
1.429779,-9.222965,0.010368645
-5.900848,5.3972588,1.0056623
-0.56613827,-6.5352955,0.43201137
2.401452,3.7803917,-0.12842065
3.5019264,-3.0064144,-1.3434639
-7.0708084,6.712803,0.20044678
3.7478962,-0.3803444,0.35870308
-5.1088166,-4.5531535,0.7638829
-8.309403,-7.05451,-0.18108779
-5.4620743,6.7197456,1.6381147
9.644093,-6.257088,0.78209877
8.548578,2.8347282,-0.18497348
8.954845,7.6475544,0.6577904
5.8701124,-8.03278,-0.57927257
7.554495,-8.392993,0.44220024
-1.3384972,1.0201731,-0.4499212
-5.502279,-3.925488,-0.004245043
4.996566,-7.3408546,-0.46898884
-5.1818275,6.612509,1.8380837
-6.748658,-9.302694,-1.4414024
-3.1933403,-4.559443,-0.10062583
2.0985928,-8.306448,0.42673394
5.1479664,2.6430216,-1.7848933
-3.8840904,0.862483,1.326684
-5.885663,4.1712017,-0.12801892
1.3489304,4.186756,0.473728
-5.894332,-0.039557457,1.3783454
-6.5106144,-3.003018,-1.2158874
5.2125187,8.842419,-1.7126877
-1.6798458,0.41585922,-0.07929045
9.13785,2.3808231,-0.44129834
9.727825,-8.2343,-0.6696457
2.9910555,-9.800931,-0.7801155
3.441577,-4.884424,-0.12431733
2.3028374,-5.240042,1.2473189
0.15660858,2.8972769,-0.81433386
-0.7273245,-4.444716,-0.9293616
0.13744164,1.044342,0.63948023
3.7342472,9.266895,-1.5461273
9.2977085,-2.9498873,-0.854953
-2.591591,2.5548544,-1.3554397
-4.2271576,0.1226387,1.8770564
-2.4216485,6.5807858,0.29670018
-4.8312426,4.373661,0.66065764
1.700387,-0.46458817,1.8856211
7.4644833,5.469591,1.6119905
7.8197746,-0.5087795,1.8727546
4.591255,-1.7000008,-1.1215175
-7.359315,-3.8979092,-1.6074957
-5.367048,-8.1578245,0.49406648
-2.197114,8.353262,-1.2889853
-1.8432417,-6.336993,0.03543693
0.82247734,-9.5330925,-0.26130605
-9.179715,-4.485327,-0.46773338
3.1124477,2.0200157,-0.4051217
-7.628721,-0.9075031,-0.35902083
-6.327447,4.552372,-0.20358217
-8.313826,5.7293177,-0.04562515
8.713196,5.8811083,1.573283
-9.4693985,-8.39027,-0.4663434
7.543667,4.076956,0.3587113
-0.33616924,4.9500027,-0.09448917
-1.1629877,-5.547602,-0.17655253
6.2547855,0.048438072,0.97043115
-0.92427635,1.4988213,-0.7262721
6.2715416,1.2539539,0.29992425
7.23015,5.3661203,1.419799
-8.6821,8.490089,-1.2703319
3.8478394,9.604738,-1.6328336
1.8877897,2.2389488,0.33064008
2.150117,5.8479633,1.7436113
1.4599142,4.275531,0.57076406
2.7353096,-5.4099607,1.0375563
-4.810668,6.6881027,1.9143095
-1.2794113,-0.71050835,-0.19981652
9.5012,4.080982,-0.6666283
6.7184944,-6.636981,1.359755
-0.37568474,8.00053,-0.5129342
-9.405309,2.231841,-0.63340986
0.4382782,2.2661037,-0.2162405
-6.8097353,-8.895992,-1.365974
8.131916,-0.8690882,1.6071475
-6.0708737,-3.4968367,-0.7268415
-0.72201633,9.441162,-1.6607649
-2.2194266,-9.155201,-1.7607956
1.7795382,-2.467762,0.19685525
9.410276,-4.9599037,0.25949624
0.95019245,-7.249199,1.3821108
5.7916403,3.8461914,-1.23386
7.7622166,-6.9042754,1.8090371
8.0731125,4.7269964,0.9906936
-3.4535146,1.2003078,0.6689592
-2.2365665,-5.2941823,-0.23691815
4.819378,-1.13801,-0.5748803
-2.7286768,0.8672085,0.24567586
4.68264,-4.456649,-1.2525191
-2.1846771,-6.425091,0.17252964
-6.782523,-5.635383,0.31856763
4.0704336,2.4127588,-1.5468781
1.5331802,-8.811416,0.18157536
4.4584837,6.296772,0.03196889
9.93486,6.5674477,0.47161976
6.8273296,9.195263,-0.45609063
9.479811,8.460653,-0.6251412
0.5352287,-5.6200686,1.2981153
-8.602125,-4.3392467,-1.0974963
-7.015272,7.319275,-0.15883452
-6.2117376,-1.2936707,0.34497902
-8.812484,-7.3627424,-0.10302743
-5.012475,-4.7902,1.0330439
-9.205677,7.019512,0.5235882
-9.226152,-5.686635,0.6299565
-5.975546,3.517271,-0.62744915
-9.858339,-8.349655,-0.055518925
-6.1381245,6.6033115,1.0937483
3.8130865,2.7503958,-1.5466096
8.3405285,6.8977947,1.7009515
-2.9746284,0.34105778,0.77621186
-2.9087877,5.07615,0.12508391
5.339533,8.194809,-1.1439738
-4.933709,-1.261488,1.2800084
-4.728326,-7.5575447,1.2919874
6.161295,-7.056,0.5943595
-8.7130165,5.8631287,0.2598973
1.2227478,-6.376853,1.9356565
8.83382,-8.753628,-0.22595042
1.7148647,-8.4671545,0.41417485
2.7194386,-4.4286537,0.12978289
-5.8239117,1.8551731,0.16273782
-0.13796616,-9.061108,-1.0721264
0.54984474,-4.633708,0.44395506
2.4543428,9.574043,-0.35446686
3.88546,-1.7008305,-0.8068067
8.689278,-3.3745613,-0.3020271
-7.6329947,4.729574,-0.9584972
0.2997532,-8.229004,-0.07100883
-4.9963627,-7.8083086,1.0056069
-7.910639,1.4297953,-0.85786104
-0.8007765,3.1612072,-1.7177045
-8.802368,-9.854534,-1.4920621
6.9789925,8.786085,-0.16187054
1.1581478,-3.893869,0.1859265
-5.3895807,1.5276756,0.82244277
5.225791,7.1085186,-0.19276655
-9.464279,3.8277054,-0.7342236
-3.8679924,3.1050253,-0.335149
-1.9481869,-9.123749,-1.8846612
-8.497503,-9.329844,-1.7954848
-6.3588834,3.7189865,-0.9135138
-1.6321859,0.371624,-0.0663774
7.5876465,6.1404,1.9545654
9.656542,5.004322,0.058109447
6.362625,-8.022556,-0.0884211
-5.97124,1.8405571,0.040409744
-6.5422115,-7.84501,-0.24716769
8.726933,-5.5278263,1.3705938
3.5371742,2.7481184,-1.3089275
0.2656765,-0.5589695,1.1103642
1.3533211,-6.386408,1.9711226
-8.036967,3.3908749,-1.9523945
-3.3388543,6.9395447,0.98820394
9.626181,-9.827797,-1.119925
-2.466322,9.379799,-1.6240973
-0.5016413,5.520279,0.24196547
-8.30331,-0.84287167,-0.23541719
-5.5940714,-9.697157,-0.3272801
-0.20419598,-4.233248,-0.6637968
-6.2115946,3.0518522,-0.92444646
-1.2400961,-4.2604933,-1.3824869
4.0695915,-3.2870712,-1.7898586
-9.781773,-4.1296887,-0.20082062
2.9701214,8.597855,-0.5065107
-6.6120815,8.463005,-0.8950653
-4.8805103,-7.799715,1.0401409
3.839097,-3.0851116,-1.6407123
7.9512024,9.057646,0.061917186
-2.7330866,-0.57598686,0.4414164
-4.105691,-4.8687696,0.9772792
-9.042358,1.2092485,-0.019443959
-5.1565766,7.9123154,0.8446594
-8.75637,-1.272563,-0.32590562
-2.2887049,-9.436132,-1.7531188
2.040554,-3.342661,-0.08817583
-9.368757,4.9768734,0.20542023
8.731134,-1.4775515,0.7324528
6.2739086,7.0654507,0.70004195
-9.789458,3.4391775,-0.59939677
-4.77633,0.08769989,1.9941132
3.2615519,3.819809,-0.8983648
-2.054596,-1.3498163,-0.66604805
-1.0897646,-8.572538,-1.544817
-4.5151567,-8.57005,0.32418877
8.032196,-7.865882,0.9722618
-5.589982,-1.5927486,0.61705387
8.2927685,-7.2305584,1.4890856
0.64522266,1.4655008,0.7064774
2.0102177,1.1466236,1.3165649
7.801319,7.608824,1.2413231
-1.6476555,0.56228447,-0.15100837
-5.6934333,1.7043829,0.42296535
-1.617342,3.5558758,-1.914322
8.110535,-2.8271723,0.016294599
-7.419873,-4.982846,-0.6400738
2.269804,-9.406792,-0.23435718
-9.827914,-9.739471,-0.5585862
5.243021,0.6575527,-0.07099706
3.6946774,-4.728875,-0.50882906
0.42392254,2.768365,-0.51981634
4.291931,2.485299,-1.7051615
0.011247635,7.7992897,0.06591207
5.5335283,-1.2207909,-0.3384848
-7.916205,-0.042286873,0.0010412931
-1.4685249,6.901806,-0.18009567
4.436146,1.6957912,-1.0867566
9.958168,4.5768566,-0.6435732
5.093914,-5.399947,-0.2934459
-7.271744,-7.227845,-0.24921566
7.6909676,7.6238823,1.2148168
-2.2299824,7.128399,-0.12691945
-2.1351442,-3.7863827,-1.6441636
-9.089097,1.6611671,-0.41966006
-1.5741434,-8.893437,-1.862123
7.073267,0.6998453,1.4753525
1.3944483,-9.284342,-0.00566411
-5.8245397,5.6521053,1.2501249
3.0781212,-9.9115095,-0.8204375
-3.2064438,-2.4122548,-0.6808101
9.12994,9.329973,-0.7049246
-8.679546,-3.387835,-1.6479772
-3.1587553,-5.79646,0.90103114
-9.655735,9.021046,-0.6906919
-3.938302,-5.0582194,1.0540377
3.1524763,2.2055283,-0.6038451
9.626146,5.58877,0.5684177
1.6794634,2.6867867,0.09575528
9.803585,-6.9088435,0.4407654
1.956521,9.07583,-0.013207078
5.77536,4.795228,-0.40353376
8.016623,-6.2883782,1.9867897
8.359234,-5.707325,1.7137766
-5.5972376,-2.3064003,-0.037628412
9.193899,3.3362026,-0.75229007
6.0576553,3.781147,-1.0259848
-4.67579,1.2876177,1.2787395
-4.7720337,6.5581207,1.9606645
-8.387462,9.948065,-1.7272239
2.5113726,2.0573282,0.121759534
-8.105493,3.9169178,-1.6827309
4.224247,5.686943,-0.055754185
3.157977,1.9823532,-0.4164204
-8.688022,0.61655045,0.1439889
2.725009,8.991135,-0.50280225
-0.8133049,6.9037285,0.08700079
4.568177,6.5312653,-0.02023381
5.737896,-3.8910913,-1.250696
-9.94145,-4.7810326,0.56257915
9.170988,-5.4223957,0.9029131
8.386419,-8.374147,0.3645482
3.978836,-1.0160017,-0.21603161
-9.13961,5.634342,0.515465
-3.5722075,1.465086,0.52294314
-2.8980885,-3.537365,-1.163804
-2.5699797,-1.3834105,-0.35469818
5.6392307,-7.6632357,-0.4107713
3.635706,-6.4234066,0.5159339
7.921791,0.92064285,1.6030104
-3.7452316,-5.810182,1.4578462
3.3653975,1.23248,0.10995816
3.557951,8.247086,-0.78749
-8.325909,2.560811,-1.726728
-9.700198,7.655203,0.46942365
-5.1888905,-6.335553,1.8872342
6.845476,0.26007652,1.499496
-9.414597,-9.823359,-0.93179405
-8.704338,0.069288254,0.3378852
5.602006,-7.3666945,-0.16147906
5.3952894,9.385395,-1.7749703
8.223927,-8.548855,0.29205924
-7.549387,3.4183779,-1.9159075
-7.3189974,-5.981815,0.094653964
5.1298666,2.7680607,-1.8451588
8.696302,-0.052158356,1.6643729
5.983389,-1.2790489,-0.00769946
1.5665207,-3.881073,0.26117206
3.2957468,6.429842,0.8357208
9.491268,-1.8050776,-0.29858512
-6.452043,0.85235023,0.49015918
-4.540118,-3.0136013,-0.0066221952
6.994669,-7.287276,1.189814
-6.8423963,-4.1676006,-1.0487547
-5.514126,8.965939,-0.20110744
7.2999115,9.518656,-0.14520663
3.155221,-4.646001,-0.079967275
3.2307005,0.99659157,0.45417726
